private,public,position,round,action,bet_size,pot,win,win_prob,ev
Q,None,SB,preflop,call,1,3,0,0.5,1.5
K,J,BB,flop,check,0,3,0,0.62,1.8599999999999999
J,J,SB,flop,check,0,4,1,0.8,3.2
J,None,SB,preflop,raise,2,6,0,0.47250000000000003,2.7250000000000005
Q,None,SB,preflop,raise,3,4,0,0.525,2.2500000000000004
Q,None,BB,preflop,fold,0,8,1,0.485,3.88
Q,None,BB,preflop,check,0,7,0,0.5,3.5
K,Q,SB,flop,raise,4,8,0,0.63,6.08
Q,K,SB,flop,fold,0,2,0,0.46559999999999996,0.9311999999999999
J,None,SB,preflop,check,0,6,0,0.45,2.7
Q,Q,BB,flop,raise,2,9,1,0.8400000000000001,8.92
K,None,SB,preflop,fold,0,9,1,0.5335,4.8015
Q,J,BB,flop,raise,1,6,1,0.546,3.3680000000000003
K,None,BB,preflop,raise,1,9,1,0.5775000000000001,5.352500000000001
Q,None,SB,preflop,raise,2,5,1,0.525,2.7250000000000005
Q,Q,SB,flop,raise,1,5,1,0.8400000000000001,4.880000000000001
J,None,BB,preflop,raise,4,7,1,0.47250000000000003,3.087500000000001
Q,None,BB,preflop,raise,1,5,0,0.525,2.6750000000000003
Q,K,SB,flop,check,0,7,0,0.48,3.36
K,None,BB,preflop,fold,0,4,0,0.5335,2.134
Q,None,BB,preflop,call,1,7,1,0.5,3.5
K,None,SB,preflop,call,1,2,0,0.55,1.2000000000000002
Q,None,SB,preflop,check,0,8,0,0.5,4.0
K,J,BB,flop,call,2,3,1,0.62,2.34
J,K,BB,flop,raise,4,7,1,0.399,1.9850000000000003
J,Q,BB,flop,call,1,9,1,0.4,3.4
Q,J,BB,flop,raise,2,9,1,0.546,5.098000000000001
K,None,SB,preflop,call,2,9,0,0.55,5.15
Q,None,BB,preflop,raise,2,2,0,0.525,1.1500000000000001
Q,None,BB,preflop,raise,3,6,1,0.525,3.3000000000000007
J,None,BB,preflop,check,0,9,0,0.45,4.05
Q,None,BB,preflop,check,0,5,0,0.5,2.5
J,None,BB,preflop,check,0,7,1,0.45,3.15
J,None,BB,preflop,call,1,7,1,0.45,3.05
J,J,SB,flop,check,0,6,1,0.8,4.800000000000001
J,None,SB,preflop,call,2,3,0,0.45,1.15
Q,None,SB,preflop,call,1,7,1,0.5,3.5
J,None,BB,preflop,raise,2,3,0,0.47250000000000003,1.3075000000000003
J,None,BB,preflop,raise,2,5,0,0.47250000000000003,2.2525000000000004
K,J,SB,flop,check,0,9,0,0.62,5.58
J,Q,BB,flop,fold,0,2,0,0.388,0.776
K,None,BB,preflop,raise,3,4,1,0.5775000000000001,2.775000000000001
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
K,None,BB,preflop,raise,4,5,0,0.5775000000000001,3.507500000000002
Q,None,BB,preflop,call,2,6,1,0.5,3.0
Q,None,BB,preflop,call,1,4,1,0.5,2.0
J,None,BB,preflop,check,0,8,0,0.45,3.6
K,None,SB,preflop,fold,0,5,1,0.5335,2.6675
K,None,BB,preflop,raise,2,7,1,0.5775000000000001,4.352500000000002
K,None,SB,preflop,call,1,2,1,0.55,1.2000000000000002
K,None,BB,preflop,check,0,3,0,0.55,1.6500000000000001
Q,None,SB,preflop,check,0,6,0,0.5,3.0
K,None,SB,preflop,check,0,3,0,0.55,1.6500000000000001
J,J,SB,flop,call,2,8,1,0.8,7.6
J,None,SB,preflop,call,1,2,0,0.45,0.8
K,None,SB,preflop,call,2,8,0,0.55,4.6
J,None,BB,preflop,check,0,7,1,0.45,3.15
Q,None,SB,preflop,raise,3,6,0,0.525,3.3000000000000007
Q,None,SB,preflop,check,0,5,0,0.5,2.5
J,None,SB,preflop,fold,0,5,0,0.4365,2.1825
Q,Q,BB,flop,check,0,9,1,0.8,7.2
K,None,SB,preflop,check,0,5,0,0.55,2.75
K,Q,BB,flop,raise,1,9,1,0.63,5.93
Q,None,SB,preflop,call,2,8,1,0.5,4.0
Q,None,BB,preflop,call,2,8,1,0.5,4.0
J,None,SB,preflop,check,0,8,0,0.45,3.6
Q,None,BB,preflop,check,0,6,1,0.5,3.0
Q,K,SB,flop,check,0,6,1,0.48,2.88
Q,None,BB,preflop,call,2,4,0,0.5,2.0
K,J,BB,flop,raise,3,4,1,0.651,3.5100000000000007
Q,None,BB,preflop,check,0,2,0,0.5,1.0
K,J,BB,flop,check,0,2,0,0.62,1.24
Q,Q,SB,flop,call,1,8,1,0.8,7.0
J,None,SB,preflop,call,1,7,0,0.45,3.05
J,None,BB,preflop,check,0,3,1,0.45,1.35
Q,None,BB,preflop,check,0,9,1,0.5,4.5
K,None,SB,preflop,fold,0,9,1,0.5335,4.8015
J,J,SB,flop,raise,1,2,1,0.8400000000000001,2.3600000000000003
K,J,BB,flop,raise,2,8,1,0.651,5.811999999999999
J,J,BB,flop,raise,4,4,0,0.8400000000000001,6.080000000000001
J,J,SB,flop,raise,3,5,1,0.8400000000000001,6.240000000000001
K,None,SB,preflop,call,2,5,1,0.55,2.9500000000000006
J,None,BB,preflop,call,2,2,0,0.45,0.7
J,None,BB,preflop,fold,0,2,1,0.4365,0.873
Q,K,BB,flop,raise,3,3,1,0.504,1.536
J,None,BB,preflop,check,0,4,1,0.45,1.8
K,None,BB,preflop,fold,0,8,0,0.5335,4.268
Q,None,SB,preflop,raise,3,7,1,0.525,3.825
Q,K,BB,flop,check,0,7,1,0.48,3.36
J,None,SB,preflop,raise,3,9,1,0.47250000000000003,4.0875
Q,Q,BB,flop,check,0,4,1,0.8,3.2
J,K,SB,flop,call,1,5,1,0.38,1.6600000000000001
Q,None,SB,preflop,fold,0,7,1,0.485,3.395
J,None,BB,preflop,raise,2,7,0,0.47250000000000003,3.1975000000000007
J,K,BB,flop,call,1,3,0,0.38,0.9
J,None,SB,preflop,check,0,3,1,0.45,1.35
J,None,SB,preflop,call,1,2,1,0.45,0.8
Q,J,SB,flop,fold,0,8,0,0.5044,4.0352
Q,None,BB,preflop,raise,3,8,0,0.525,4.3500000000000005
K,Q,BB,flop,call,2,5,0,0.6,3.4000000000000004
K,None,BB,preflop,check,0,6,1,0.55,3.3000000000000003
J,None,SB,preflop,check,0,7,1,0.45,3.15
K,None,BB,preflop,check,0,8,1,0.55,4.4
Q,J,BB,flop,call,1,4,0,0.52,2.12
Q,None,SB,preflop,raise,4,5,1,0.525,2.8250000000000006
J,None,BB,preflop,raise,4,5,0,0.47250000000000003,2.1425000000000005
K,Q,BB,flop,raise,1,7,0,0.63,4.67
K,None,BB,preflop,fold,0,3,1,0.5335,1.6004999999999998
J,None,SB,preflop,check,0,6,0,0.45,2.7
K,None,SB,preflop,check,0,5,1,0.55,2.75
K,None,BB,preflop,check,0,9,1,0.55,4.95
J,None,BB,preflop,check,0,6,1,0.45,2.7
Q,None,SB,preflop,fold,0,8,1,0.485,3.88
K,J,SB,flop,check,0,6,1,0.62,3.7199999999999998
Q,None,SB,preflop,raise,1,9,0,0.525,4.775
K,J,BB,flop,call,1,8,1,0.62,5.2
J,Q,SB,flop,fold,0,8,1,0.388,3.104
J,None,SB,preflop,raise,2,2,0,0.47250000000000003,0.8350000000000002
K,None,SB,preflop,call,2,7,0,0.55,4.050000000000001
J,None,SB,preflop,check,0,9,1,0.45,4.05
K,J,SB,flop,fold,0,4,0,0.6013999999999999,2.4055999999999997
K,None,BB,preflop,call,1,4,1,0.55,2.3
Q,K,BB,flop,raise,1,8,0,0.504,4.039999999999999
K,Q,BB,flop,raise,2,8,1,0.63,5.56
J,None,SB,preflop,check,0,8,0,0.45,3.6
J,None,SB,preflop,check,0,5,0,0.45,2.25
K,J,BB,flop,fold,0,9,0,0.6013999999999999,5.412599999999999
K,J,BB,flop,check,0,4,0,0.62,2.48
J,None,BB,preflop,check,0,4,0,0.45,1.8
Q,None,BB,preflop,call,2,3,1,0.5,1.5
K,Q,SB,flop,call,1,3,1,0.6,2.0
Q,K,SB,flop,check,0,4,0,0.48,1.92
J,None,BB,preflop,call,1,7,0,0.45,3.05
J,None,BB,preflop,raise,4,4,0,0.47250000000000003,1.6700000000000004
K,None,SB,preflop,raise,1,4,0,0.5775000000000001,2.4650000000000007
K,None,SB,preflop,raise,4,9,1,0.5775000000000001,5.817500000000003
J,None,SB,preflop,fold,0,3,1,0.4365,1.3094999999999999
J,None,BB,preflop,call,1,9,1,0.45,3.95
J,J,BB,flop,check,0,8,1,0.8,6.4
K,None,BB,preflop,raise,4,8,1,0.5775000000000001,5.240000000000002
J,K,BB,flop,call,2,6,0,0.38,1.8
J,None,SB,preflop,fold,0,2,0,0.4365,0.873
K,J,SB,flop,raise,2,9,1,0.651,6.463000000000001
J,None,SB,preflop,call,2,9,1,0.45,3.85
Q,Q,SB,flop,raise,2,9,0,0.8400000000000001,8.92
Q,J,SB,flop,check,0,6,1,0.52,3.12
K,K,SB,flop,call,1,9,0,0.8,7.8
Q,Q,BB,flop,check,0,4,1,0.8,3.2
K,Q,BB,flop,call,2,9,1,0.6,5.8
J,None,BB,preflop,check,0,4,0,0.45,1.8
J,J,BB,flop,call,1,2,1,0.8,2.2
J,None,BB,preflop,call,2,6,1,0.45,2.5
J,J,SB,flop,call,2,6,1,0.8,6.0
J,None,SB,preflop,raise,4,4,1,0.47250000000000003,1.6700000000000004
K,None,SB,preflop,check,0,4,1,0.55,2.2
K,None,SB,preflop,fold,0,3,1,0.5335,1.6004999999999998
Q,None,SB,preflop,call,1,4,0,0.5,2.0
Q,None,SB,preflop,raise,4,4,0,0.525,2.3000000000000003
Q,None,SB,preflop,check,0,6,0,0.5,3.0
K,None,BB,preflop,raise,4,2,1,0.5775000000000001,1.7750000000000012
Q,None,BB,preflop,call,1,5,1,0.5,2.5
K,None,SB,preflop,raise,4,3,0,0.5775000000000001,2.352500000000001
J,Q,BB,flop,fold,0,4,0,0.388,1.552
K,K,SB,flop,raise,4,4,0,0.8400000000000001,6.080000000000001
Q,Q,SB,flop,raise,4,5,1,0.8400000000000001,6.920000000000001
J,K,SB,flop,fold,0,5,0,0.3686,1.843
J,None,BB,preflop,raise,2,3,0,0.47250000000000003,1.3075000000000003
J,K,BB,flop,raise,1,2,1,0.399,0.5960000000000001
Q,None,BB,preflop,call,2,9,0,0.5,4.5
Q,None,BB,preflop,raise,2,2,0,0.525,1.1500000000000001
Q,None,BB,preflop,check,0,7,1,0.5,3.5
Q,None,BB,preflop,raise,1,3,1,0.525,1.625
J,None,SB,preflop,fold,0,5,0,0.4365,2.1825
Q,None,BB,preflop,call,1,4,1,0.5,2.0
Q,K,BB,flop,check,0,4,0,0.48,1.92
K,Q,BB,flop,fold,0,6,1,0.582,3.492
K,K,SB,flop,check,0,9,1,0.8,7.2
Q,None,BB,preflop,call,1,2,1,0.5,1.0
Q,Q,BB,flop,raise,4,2,1,0.8400000000000001,4.400000000000001
J,None,SB,preflop,fold,0,4,1,0.4365,1.746
K,None,SB,preflop,raise,4,3,1,0.5775000000000001,2.352500000000001
J,Q,BB,flop,call,1,2,0,0.4,0.6000000000000002
J,None,SB,preflop,call,2,3,0,0.45,1.15
Q,K,BB,flop,raise,4,5,0,0.504,2.5519999999999996
Q,None,BB,preflop,call,1,9,1,0.5,4.5
Q,Q,BB,flop,raise,2,6,1,0.8400000000000001,6.4
Q,None,BB,preflop,fold,0,9,0,0.485,4.365
J,K,SB,flop,call,1,5,0,0.38,1.6600000000000001
J,None,SB,preflop,raise,4,3,0,0.47250000000000003,1.1975000000000002
J,None,BB,preflop,call,2,6,1,0.45,2.5
K,J,BB,flop,raise,3,9,1,0.651,6.765000000000001
J,K,BB,flop,raise,4,7,1,0.399,1.9850000000000003
Q,None,SB,preflop,fold,0,3,1,0.485,1.455
K,K,BB,flop,raise,1,5,1,0.8400000000000001,4.880000000000001
Q,None,SB,preflop,call,1,6,1,0.5,3.0
K,J,SB,flop,raise,1,4,0,0.651,2.9059999999999997
Q,None,BB,preflop,fold,0,6,0,0.485,2.91
K,K,BB,flop,fold,0,8,0,0.776,6.208
K,None,SB,preflop,check,0,5,1,0.55,2.75
Q,None,BB,preflop,raise,2,8,1,0.525,4.3
K,J,SB,flop,raise,1,6,1,0.651,4.208
K,J,BB,flop,call,2,9,0,0.62,6.0600000000000005
J,None,SB,preflop,check,0,3,0,0.45,1.35
J,None,BB,preflop,check,0,3,1,0.45,1.35
J,J,BB,flop,check,0,7,0,0.8,5.6000000000000005
J,None,SB,preflop,raise,3,8,1,0.47250000000000003,3.6150000000000007
Q,Q,SB,flop,raise,1,9,1,0.8400000000000001,8.24
J,None,BB,preflop,raise,4,5,1,0.47250000000000003,2.1425000000000005
J,K,SB,flop,check,0,2,0,0.38,0.76
Q,None,SB,preflop,check,0,4,0,0.5,2.0
K,None,SB,preflop,raise,2,2,1,0.5775000000000001,1.4650000000000007
K,None,BB,preflop,raise,2,9,1,0.5775000000000001,5.507500000000001
Q,None,SB,preflop,call,1,3,0,0.5,1.5
K,J,SB,flop,raise,2,7,1,0.651,5.161
Q,J,SB,flop,check,0,8,0,0.52,4.16
J,J,BB,flop,raise,1,4,1,0.8400000000000001,4.04
K,None,SB,preflop,raise,3,9,1,0.5775000000000001,5.662500000000001
Q,None,SB,preflop,call,1,2,0,0.5,1.0
J,None,SB,preflop,raise,4,4,1,0.47250000000000003,1.6700000000000004
Q,None,SB,preflop,check,0,7,0,0.5,3.5
J,Q,SB,flop,call,1,2,0,0.4,0.6000000000000002
J,None,SB,preflop,check,0,2,1,0.45,0.9
Q,None,SB,preflop,check,0,8,1,0.5,4.0
K,Q,SB,flop,call,1,5,0,0.6,3.1999999999999997
Q,None,SB,preflop,call,2,7,1,0.5,3.5
K,None,BB,preflop,raise,3,5,1,0.5775000000000001,3.3525000000000014
Q,None,BB,preflop,fold,0,7,1,0.485,3.395
J,None,BB,preflop,raise,1,5,1,0.47250000000000003,2.3075
Q,None,BB,preflop,check,0,8,0,0.5,4.0
J,None,BB,preflop,check,0,3,0,0.45,1.35
K,K,SB,flop,call,2,6,1,0.8,6.0
J,K,SB,flop,check,0,9,0,0.38,3.42
Q,K,SB,flop,call,1,9,1,0.48,4.279999999999999
Q,Q,BB,flop,check,0,5,1,0.8,4.0
K,None,BB,preflop,fold,0,5,1,0.5335,2.6675
K,K,BB,flop,raise,2,7,1,0.8400000000000001,7.24
J,K,SB,flop,raise,3,7,0,0.399,2.1870000000000003
J,None,SB,preflop,fold,0,7,0,0.4365,3.0555
K,None,SB,preflop,check,0,8,1,0.55,4.4
J,Q,BB,flop,fold,0,5,1,0.388,1.94
K,J,SB,flop,check,0,2,1,0.62,1.24
J,None,SB,preflop,raise,4,7,1,0.47250000000000003,3.087500000000001
Q,Q,SB,flop,raise,2,8,1,0.8400000000000001,8.08
K,None,SB,preflop,check,0,5,0,0.55,2.75
K,K,BB,flop,check,0,9,1,0.8,7.2
J,Q,SB,flop,raise,2,7,0,0.42000000000000004,2.62
K,None,BB,preflop,call,2,8,1,0.55,4.6
Q,None,BB,preflop,check,0,9,0,0.5,4.5
Q,None,BB,preflop,fold,0,9,0,0.485,4.365
K,None,BB,preflop,check,0,2,1,0.55,1.1
J,None,SB,preflop,call,2,5,0,0.45,2.05
J,J,SB,flop,check,0,7,0,0.8,5.6000000000000005
J,Q,SB,flop,raise,4,7,0,0.42000000000000004,2.3000000000000003
Q,None,BB,preflop,fold,0,8,1,0.485,3.88
J,J,SB,flop,call,2,6,1,0.8,6.0
K,None,SB,preflop,call,2,9,0,0.55,5.15
J,None,SB,preflop,raise,3,5,1,0.47250000000000003,2.1975000000000002
J,Q,BB,flop,raise,1,6,0,0.42000000000000004,2.3600000000000003
Q,None,BB,preflop,raise,1,5,0,0.525,2.6750000000000003
J,J,SB,flop,check,0,9,1,0.8,7.2
K,K,SB,flop,call,1,3,1,0.8,3.0
Q,Q,BB,flop,raise,2,7,1,0.8400000000000001,7.24
Q,None,SB,preflop,fold,0,3,0,0.485,1.455
Q,Q,SB,flop,raise,1,2,0,0.8400000000000001,2.3600000000000003
Q,None,BB,preflop,raise,2,9,1,0.525,4.825
J,None,SB,preflop,call,2,4,1,0.45,1.6
K,None,SB,preflop,call,2,8,0,0.55,4.6
Q,Q,SB,flop,call,2,6,1,0.8,6.0
Q,None,BB,preflop,raise,2,2,1,0.525,1.1500000000000001
K,None,BB,preflop,call,2,8,1,0.55,4.6
Q,None,BB,preflop,raise,2,6,1,0.525,3.25
Q,J,SB,flop,check,0,5,0,0.52,2.6
K,J,SB,flop,raise,3,2,0,0.651,2.208
Q,J,BB,flop,check,0,2,1,0.52,1.04
J,K,SB,flop,fold,0,3,0,0.3686,1.1058
K,None,BB,preflop,check,0,7,1,0.55,3.8500000000000005
Q,K,SB,flop,check,0,8,1,0.48,3.84
K,Q,SB,flop,check,0,6,1,0.6,3.5999999999999996
Q,J,SB,flop,call,2,5,1,0.52,2.68
J,Q,BB,flop,raise,1,4,1,0.42000000000000004,1.52
Q,None,BB,preflop,fold,0,4,1,0.485,1.94
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
Q,None,BB,preflop,raise,3,4,1,0.525,2.2500000000000004
Q,None,SB,preflop,fold,0,5,0,0.485,2.425
J,None,SB,preflop,raise,1,2,1,0.47250000000000003,0.89
Q,None,BB,preflop,raise,1,2,1,0.525,1.1
J,K,BB,flop,call,1,6,0,0.38,2.04
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
K,K,BB,flop,fold,0,9,1,0.776,6.984
K,None,BB,preflop,raise,4,3,1,0.5775000000000001,2.352500000000001
J,K,BB,flop,raise,1,2,0,0.399,0.5960000000000001
J,J,SB,flop,check,0,3,1,0.8,2.4000000000000004
K,None,BB,preflop,check,0,2,1,0.55,1.1
Q,K,BB,flop,call,2,3,1,0.48,1.3599999999999999
K,None,BB,preflop,raise,1,6,1,0.5775000000000001,3.6200000000000006
J,Q,BB,flop,check,0,5,0,0.4,2.0
Q,None,SB,preflop,call,1,2,1,0.5,1.0
J,None,SB,preflop,raise,3,9,0,0.47250000000000003,4.0875
J,None,SB,preflop,check,0,8,0,0.45,3.6
K,J,SB,flop,fold,0,8,1,0.6013999999999999,4.8111999999999995
J,None,BB,preflop,call,2,6,1,0.45,2.5
Q,Q,BB,flop,call,2,3,1,0.8,3.6
Q,J,SB,flop,call,1,9,1,0.52,4.720000000000001
K,None,BB,preflop,check,0,3,1,0.55,1.6500000000000001
Q,None,SB,preflop,raise,4,3,0,0.525,1.7750000000000004
Q,None,BB,preflop,fold,0,5,1,0.485,2.425
J,None,SB,preflop,raise,2,2,0,0.47250000000000003,0.8350000000000002
K,None,SB,preflop,fold,0,5,1,0.5335,2.6675
J,K,SB,flop,fold,0,6,1,0.3686,2.2116
J,None,SB,preflop,raise,1,5,0,0.47250000000000003,2.3075
K,Q,BB,flop,raise,2,9,0,0.63,6.1899999999999995
J,None,BB,preflop,raise,2,5,0,0.47250000000000003,2.2525000000000004
J,K,BB,flop,check,0,7,0,0.38,2.66
Q,K,SB,flop,check,0,3,1,0.48,1.44
J,None,SB,preflop,raise,3,7,0,0.47250000000000003,3.1425000000000005
Q,J,SB,flop,fold,0,6,1,0.5044,3.0263999999999998
Q,None,BB,preflop,raise,4,7,1,0.525,3.8750000000000004
J,K,BB,flop,check,0,5,0,0.38,1.9
J,None,SB,preflop,fold,0,9,1,0.4365,3.9285
K,None,BB,preflop,call,2,5,0,0.55,2.9500000000000006
J,None,BB,preflop,fold,0,2,1,0.4365,0.873
Q,None,BB,preflop,call,2,4,0,0.5,2.0
J,None,SB,preflop,raise,2,4,0,0.47250000000000003,1.78
Q,None,BB,preflop,fold,0,6,1,0.485,2.91
K,K,SB,flop,check,0,7,1,0.8,5.6000000000000005
Q,None,BB,preflop,check,0,4,0,0.5,2.0
Q,K,BB,flop,raise,1,9,1,0.504,4.5440000000000005
Q,None,SB,preflop,raise,1,4,1,0.525,2.15
Q,None,SB,preflop,call,2,9,0,0.5,4.5
Q,None,SB,preflop,raise,1,6,1,0.525,3.2
Q,K,SB,flop,fold,0,7,0,0.46559999999999996,3.2592
K,J,BB,flop,check,0,7,1,0.62,4.34
Q,Q,SB,flop,raise,4,5,1,0.8400000000000001,6.920000000000001
K,None,SB,preflop,call,1,9,1,0.55,5.05
K,None,BB,preflop,raise,2,4,1,0.5775000000000001,2.620000000000001
Q,None,SB,preflop,call,2,7,1,0.5,3.5
J,None,BB,preflop,call,1,2,1,0.45,0.8
Q,None,BB,preflop,call,2,5,0,0.5,2.5
Q,None,SB,preflop,check,0,7,1,0.5,3.5
K,None,BB,preflop,raise,3,2,1,0.5775000000000001,1.620000000000001
K,K,SB,flop,raise,1,4,1,0.8400000000000001,4.04
K,None,SB,preflop,check,0,8,1,0.55,4.4
K,None,BB,preflop,raise,2,8,0,0.5775000000000001,4.9300000000000015
Q,K,BB,flop,raise,4,3,1,0.504,1.544
Q,None,SB,preflop,fold,0,5,0,0.485,2.425
K,None,BB,preflop,fold,0,6,0,0.5335,3.2009999999999996
J,None,BB,preflop,check,0,3,1,0.45,1.35
K,None,SB,preflop,fold,0,4,1,0.5335,2.134
K,Q,BB,flop,raise,2,4,0,0.63,3.04
J,J,SB,flop,raise,1,9,1,0.8400000000000001,8.24
K,None,BB,preflop,raise,3,2,0,0.5775000000000001,1.620000000000001
Q,J,SB,flop,raise,1,8,1,0.546,4.460000000000001
Q,J,SB,flop,raise,1,5,1,0.546,2.822
K,None,BB,preflop,raise,4,4,1,0.5775000000000001,2.9300000000000015
K,K,BB,flop,fold,0,4,0,0.776,3.104
Q,K,BB,flop,call,2,9,1,0.48,4.239999999999999
K,None,SB,preflop,raise,1,2,0,0.5775000000000001,1.3100000000000005
K,K,BB,flop,raise,4,8,0,0.8400000000000001,9.440000000000001
J,J,SB,flop,check,0,9,1,0.8,7.2
J,None,SB,preflop,call,1,9,0,0.45,3.95
K,J,SB,flop,fold,0,4,1,0.6013999999999999,2.4055999999999997
Q,K,BB,flop,fold,0,3,0,0.46559999999999996,1.3967999999999998
K,None,SB,preflop,call,2,3,0,0.55,1.85
J,K,BB,flop,fold,0,7,0,0.3686,2.5802
Q,J,SB,flop,call,1,3,0,0.52,1.6
Q,None,SB,preflop,raise,1,2,1,0.525,1.1
K,None,BB,preflop,fold,0,5,1,0.5335,2.6675
K,Q,SB,flop,check,0,3,1,0.6,1.7999999999999998
Q,K,SB,flop,fold,0,5,0,0.46559999999999996,2.328
K,J,SB,flop,check,0,6,0,0.62,3.7199999999999998
J,K,BB,flop,check,0,8,1,0.38,3.04
K,K,BB,flop,call,2,7,1,0.8,6.800000000000001
Q,None,SB,preflop,fold,0,9,1,0.485,4.365
Q,J,SB,flop,call,1,5,1,0.52,2.64
Q,Q,BB,flop,check,0,2,1,0.8,1.6
K,None,BB,preflop,fold,0,7,1,0.5335,3.7344999999999997
Q,K,SB,flop,raise,3,2,0,0.504,1.032
J,J,BB,flop,raise,1,9,1,0.8400000000000001,8.24
Q,None,BB,preflop,call,1,8,0,0.5,4.0
J,None,BB,preflop,call,2,6,0,0.45,2.5
J,J,BB,flop,check,0,4,1,0.8,3.2
Q,None,SB,preflop,raise,2,3,1,0.525,1.675
Q,J,BB,flop,fold,0,2,0,0.5044,1.0088
Q,None,BB,preflop,call,2,5,1,0.5,2.5
K,None,SB,preflop,raise,4,6,1,0.5775000000000001,4.085000000000002
Q,None,BB,preflop,fold,0,5,0,0.485,2.425
J,Q,BB,flop,check,0,3,0,0.4,1.2000000000000002
K,None,BB,preflop,call,1,8,1,0.55,4.5
K,K,SB,flop,call,2,3,1,0.8,3.6
K,None,SB,preflop,fold,0,5,1,0.5335,2.6675
J,None,SB,preflop,call,1,7,1,0.45,3.05
K,None,SB,preflop,call,2,8,0,0.55,4.6
J,Q,BB,flop,call,2,2,1,0.4,0.40000000000000013
K,None,SB,preflop,raise,2,6,1,0.5775000000000001,3.7750000000000012
Q,None,SB,preflop,raise,2,6,0,0.525,3.25
K,None,BB,preflop,raise,4,4,0,0.5775000000000001,2.9300000000000015
K,K,SB,flop,call,2,9,1,0.8,8.4
Q,None,BB,preflop,call,2,8,0,0.5,4.0
J,None,SB,preflop,check,0,5,0,0.45,2.25
K,J,SB,flop,check,0,8,0,0.62,4.96
Q,None,SB,preflop,fold,0,7,1,0.485,3.395
J,None,BB,preflop,raise,4,4,1,0.47250000000000003,1.6700000000000004
K,K,SB,flop,raise,4,5,0,0.8400000000000001,6.920000000000001
J,None,SB,preflop,raise,3,6,0,0.47250000000000003,2.6700000000000004
K,J,SB,flop,raise,1,7,0,0.651,4.859
K,Q,SB,flop,raise,1,4,0,0.63,2.78
K,None,SB,preflop,check,0,7,1,0.55,3.8500000000000005
K,None,SB,preflop,check,0,2,0,0.55,1.1
K,None,BB,preflop,call,2,7,1,0.55,4.050000000000001
J,Q,BB,flop,raise,3,5,1,0.42000000000000004,1.6200000000000006
K,None,BB,preflop,check,0,8,0,0.55,4.4
Q,J,SB,flop,call,2,5,1,0.52,2.68
K,Q,BB,flop,fold,0,8,1,0.582,4.656
Q,None,BB,preflop,check,0,2,1,0.5,1.0
K,None,SB,preflop,check,0,9,1,0.55,4.95
J,None,BB,preflop,check,0,9,1,0.45,4.05
J,J,BB,flop,raise,2,7,1,0.8400000000000001,7.24
K,None,BB,preflop,raise,1,7,0,0.5775000000000001,4.197500000000002
J,None,BB,preflop,call,2,5,0,0.45,2.05
K,None,SB,preflop,fold,0,6,1,0.5335,3.2009999999999996
Q,K,SB,flop,check,0,7,0,0.48,3.36
Q,J,SB,flop,check,0,5,1,0.52,2.6
J,Q,BB,flop,check,0,3,0,0.4,1.2000000000000002
Q,K,SB,flop,call,2,7,0,0.48,3.2800000000000002
K,None,BB,preflop,fold,0,3,0,0.5335,1.6004999999999998
Q,None,SB,preflop,check,0,6,0,0.5,3.0
K,Q,SB,flop,call,2,8,0,0.6,5.2
J,None,BB,preflop,raise,3,6,0,0.47250000000000003,2.6700000000000004
Q,Q,SB,flop,raise,4,9,0,0.8400000000000001,10.280000000000001
Q,None,BB,preflop,check,0,2,0,0.5,1.0
Q,Q,SB,flop,raise,1,3,0,0.8400000000000001,3.2
Q,None,SB,preflop,check,0,4,0,0.5,2.0
K,None,SB,preflop,call,1,7,0,0.55,3.95
K,J,SB,flop,check,0,9,0,0.62,5.58
K,J,BB,flop,check,0,4,0,0.62,2.48
Q,J,BB,flop,fold,0,8,0,0.5044,4.0352
Q,None,BB,preflop,call,1,8,0,0.5,4.0
J,None,BB,preflop,fold,0,5,1,0.4365,2.1825
K,None,BB,preflop,raise,3,9,1,0.5775000000000001,5.662500000000001
K,J,BB,flop,call,2,2,0,0.62,1.72
J,None,SB,preflop,raise,2,5,0,0.47250000000000003,2.2525000000000004
J,K,SB,flop,fold,0,9,1,0.3686,3.3173999999999997
K,None,SB,preflop,fold,0,8,1,0.5335,4.268
Q,None,BB,preflop,raise,2,8,0,0.525,4.3
Q,None,BB,preflop,call,2,9,0,0.5,4.5
Q,None,SB,preflop,check,0,3,0,0.5,1.5
Q,None,SB,preflop,call,1,2,0,0.5,1.0
K,K,SB,flop,raise,2,3,1,0.8400000000000001,3.8800000000000003
Q,None,SB,preflop,fold,0,5,1,0.485,2.425
Q,None,BB,preflop,raise,2,4,1,0.525,2.2
Q,None,SB,preflop,call,1,5,0,0.5,2.5
Q,None,SB,preflop,call,1,5,1,0.5,2.5
J,None,BB,preflop,call,2,2,0,0.45,0.7
J,None,BB,preflop,call,2,5,0,0.45,2.05
J,None,SB,preflop,raise,2,9,0,0.47250000000000003,4.142500000000001
Q,K,SB,flop,call,2,6,0,0.48,2.8
K,K,SB,flop,raise,3,3,1,0.8400000000000001,4.560000000000001
K,K,BB,flop,raise,3,2,1,0.8400000000000001,3.7200000000000006
Q,None,SB,preflop,raise,2,6,1,0.525,3.25
